,author,alias,title,date,ip,city,country,ups,downs,comments,url,file,seg_text,seg_pos,tag
192,johnny40615,豆?,[影音] 220917 MBC Show!音樂中心,2022-09-17 16:19:22,114.24.0.245,New Taipei,Taiwan,18,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663402768.A.CA7.html,KoreanPop_2022_9,影音 音樂 中心,Na Na Nc,影音
193,lucy9422,chiaya,Fw: [情報] TRPP - Here to stay,2022-09-17 11:14:07,111.71.213.0,New Taipei,Taiwan,3,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663384448.A.07F.html,KoreanPop_2022_9,情報,Na,情報
194,tycousin,500元,[影音] 220825-0916 MBC IT's LIVE (Band LIVE),2022-09-17 08:34:29,114.47.190.198,New Taipei,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663374871.A.4E7.html,KoreanPop_2022_9,影音,Na,影音
195,johnny40615,豆?,[影音] 220916 ArirangTV Simply K-Pop,2022-09-16 21:59:34,114.24.0.245,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663336776.A.B16.html,KoreanPop_2022_9,影音,Na,影音
196,Im22Yo,Beautiful Wanna One,[情報] mimiirose - Rose,2022-09-16 18:00:37,101.139.227.161,,Taiwan,15,0,9,https://www.ptt.cc/bbs/KoreanPop/M.1663322439.A.E26.html,KoreanPop_2022_9,情報,Na,情報
197,johnny40615,豆?,[影音] 220916 KBS Music Bank,2022-09-16 17:44:06,114.140.104.158,,Taiwan,37,0,5,https://www.ptt.cc/bbs/KoreanPop/M.1663321448.A.687.html,KoreanPop_2022_9,影音,Na,影音
198,tycousin,500元,[情報] SOLE 正規一輯 'imagine club',2022-09-16 17:17:17,114.47.189.241,New Taipei,Taiwan,8,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663319840.A.6F6.html,KoreanPop_2022_9,情報 正規 一 輯,Na A Neu Nf,情報
199,tycousin,500元,"[情報] 青春MT OST - 鍾浩(ATEEZ),Park Sung Il",2022-09-16 16:07:46,114.47.189.241,New Taipei,Taiwan,3,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663315670.A.9DD.html,KoreanPop_2022_9,情報 青春 鍾浩,Na Na Nb,情報
200,johnny40615,豆?,[情報] 220918 SBS 人氣歌謠 節目單,2022-09-16 14:31:24,114.140.104.158,,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663309886.A.99D.html,KoreanPop_2022_9,情報 人氣 歌謠 節目單,Na Na Na Na,情報
201,lucy9422,chiaya,Fw: [情報] The Rose - Childhood,2022-09-16 12:40:44,36.231.123.27,New Taipei,Taiwan,17,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663303245.A.9F8.html,KoreanPop_2022_9,情報,Na,情報
202,Cchild,古戰逃兵,[情報] NCT 127 The 4th Album ‘2 Baddies’,2022-09-16 12:06:50,180.177.102.22,New Taipei,Taiwan,19,0,4,https://www.ptt.cc/bbs/KoreanPop/M.1663301214.A.B8B.html,KoreanPop_2022_9,情報,Na,情報
203,tycousin,500元,[影音] LIGHTSUM - CHERRY Dance Cover,2022-09-30 21:44:14,114.47.159.142,Kaohsiung City,Taiwan,7,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664545456.A.8BF.html,KoreanPop_2022_9,影音,Na,影音
204,tycousin,500元,[影音] 220930 1theK 10PM LIVE Ep.4 - 權珍雅,2022-09-30 21:10:45,114.47.159.142,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664543447.A.181.html,KoreanPop_2022_9,影音 權珍雅,Na Nb,影音
205,Im22Yo,Beautiful Wanna One,[情報] 基賢 迷你1輯 'YOUTH' 10/24 回歸,2022-09-30 21:06:44,101.138.239.125,,Taiwan,6,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664543206.A.73D.html,KoreanPop_2022_9,情報  基賢 迷你 1 輯 回歸,Na Nb VH Neu Nf VCL,情報
206,kellyou,小歐,[影音] EXID-FIRE 舞台表演(可能是唯一的舞台表演),2022-09-30 20:03:36,219.71.169.47,New Taipei,Taiwan,32,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664539418.A.752.html,KoreanPop_2022_9,影音 舞台 表演 唯一 舞台 表演,Na Na VC A Na VC,影音
207,tycousin,500元,[影音] IU - eight Live Clip,2022-09-30 18:02:53,114.47.159.142,Kaohsiung City,Taiwan,27,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1664532175.A.EC1.html,KoreanPop_2022_9,影音,Na,影音
208,ritalgy,好看嗎~~~~開心嗎~~~~,[影音] Black Mamba (Orchestra Ver.) MV,2022-09-30 17:59:04,118.170.33.148,Yunlin,Taiwan,8,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664531947.A.FA1.html,KoreanPop_2022_9,影音,Na,影音
209,johnny40615,豆?,[影音] 220930 KBS Music Bank,2022-09-30 17:52:50,27.53.2.77,,Taiwan,15,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1664531572.A.721.html,KoreanPop_2022_9,影音,Na,影音
210,sodavoxyi,LOVE YOURSELF,[情報] 朴顯奎 (VROMANCE) - 像今天一樣的夜晚,2022-09-30 17:26:18,220.138.220.244,Keelung,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664529983.A.23E.html,KoreanPop_2022_9,情報 朴顯奎  -  今天 一樣 夜晚,Na Nb Nb Nd VH Nd,情報
211,tycousin,500元,[情報] PENTAGON - POPPIA (SAUDI ARABIA ver.),2022-09-30 17:12:08,114.47.159.142,Kaohsiung City,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664529133.A.6A0.html,KoreanPop_2022_9,情報,Na,情報
212,tycousin,500元,[情報] 金湯匙 OST Part.2 - Kim Ye Ji,2022-09-30 17:08:51,114.47.159.142,Kaohsiung City,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664528934.A.CBB.html,KoreanPop_2022_9,情報  金 湯匙,Na Na Na,情報
213,tycousin,500元,[情報] 朴志訓 - Moon&Back,2022-09-30 17:05:03,114.47.159.142,Kaohsiung City,Taiwan,5,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664528707.A.532.html,KoreanPop_2022_9,情報 朴志訓,Na Nb,情報
214,tycousin,500元,[影音] 220929-0930 MBC IT's LIVE (Band LIVE),2022-09-30 16:01:04,114.47.159.142,Kaohsiung City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664524866.A.76B.html,KoreanPop_2022_9,影音,Na,影音
215,tycousin,500元,[情報] 換乘戀愛2 OST Part.5 - 李海仁,2022-09-30 11:40:09,114.47.159.142,Kaohsiung City,Taiwan,10,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664509212.A.22D.html,KoreanPop_2022_9,情報 換乘 戀愛 2 OST Part.5 李海仁,Na VC VH Neu Nb,情報
216,johnny40615,豆?,[情報] 221002 SBS 人氣歌謠 節目單,2022-09-30 09:59:15,27.53.2.77,,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664503157.A.8B5.html,KoreanPop_2022_9,情報 人氣 歌謠 節目單,Na Na Na Na,情報
217,pkkcyc,,[情報] CIRCLE Global榜(2022.09.18~2022.09.24),2022-09-29 23:48:36,36.227.227.158,Hualien City,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664466519.A.86B.html,KoreanPop_2022_9,情報 榜 2022.09.18 2022.09.24,Na Na Neu Neu,情報
218,pkkcyc,,[情報] CIRCLE專輯週榜 (2022.09.18~2022.09.24),2022-09-29 23:44:55,36.227.227.158,Hualien City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664466297.A.B72.html,KoreanPop_2022_9,情報 專輯 週榜 2022.09.18 2022.09.24,Na Na Na Neu Neu,情報
219,jjjssst,三條丁,[影音] (G)I-DLE-[I love] Sketch Film (Nxde),2022-09-29 23:37:58,33,New Taipei,Taiwan,37,0,8,https://www.ptt.cc/bbs/KoreanPop/M.1664465881.A.0EF.html,KoreanPop_2022_9,影音,Na,影音
220,pkkcyc,,[情報] CIRCLE數位週榜 (2022.09.18~2022.09.24),2022-09-29 22:59:27,36.227.227.158,Hualien City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664463569.A.7AB.html,KoreanPop_2022_9,情報 數位 週榜 2022.09.18 2022.09.24,Na A Na Neu Neu,情報
221,yukihira,△_▲△,[影音] CRAVITY - PARTY ROCK (1theKILLPO),2022-09-29 20:30:25,49.158.101.59,New Taipei,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664454627.A.3C8.html,KoreanPop_2022_9,影音  CRAVITY - PARTY ROCK  1,Na Nb Neu,影音
222,yukihira,△_▲△,[影音] GIRIBOY wall.live (Live Clip),2022-09-29 19:54:26,49.158.101.59,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664452468.A.EEC.html,KoreanPop_2022_9,影音,Na,影音
223,johnny40615,豆?,[影音] 220929 Mnet M Countdown,2022-09-29 18:51:39,114.24.0.245,New Taipei,Taiwan,33,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664448702.A.1DE.html,KoreanPop_2022_9,影音,Na,影音
224,johnny40615,豆?,[情報] 220930 KBS Music Bank 節目單,2022-09-29 18:48:37,114.24.0.245,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664448521.A.511.html,KoreanPop_2022_9,情報 節目單,Na Na,情報
225,yihsuan1122,,[情報] MUSHVENOM - 讓我完成做不到的事，做到了卻說算了,2022-09-29 18:03:15,49.216.90.186,Tainan City,Taiwan,0,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664445799.A.035.html,KoreanPop_2022_9,情報 讓 我 完成 做 到 事 做到 說 算了,Na VL Nh VC VC VC Na VE VE VH,情報
226,tycousin,500元,[情報] HYUK(VIXX) - Stay For Me Feat.徐仁國,2022-09-29 17:52:32,51,New Taipei,Taiwan,17,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664445156.A.F57.html,KoreanPop_2022_9,情報 徐仁國,Na Nb,情報
227,tycousin,500元,[情報] 金榮澈 - Marc Got It,2022-09-29 17:47:24,114.47.173.12,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664444847.A.D21.html,KoreanPop_2022_9,情報 金榮澈,Na Nb,情報
228,tycousin,500元,[情報] BE'O 迷你一輯 'FIVE SENSES',2022-09-29 17:16:32,114.47.173.12,Kaohsiung City,Taiwan,14,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1664442996.A.05D.html,KoreanPop_2022_9,情報 迷你 一 輯,Na VH Neu Nf,情報
229,tycousin,500元,[情報] LIMELIGHT(新女團) 首張EP 'LIMELIGHT',2022-09-29 17:06:49,114.47.173.12,Kaohsiung City,Taiwan,9,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1664442413.A.028.html,KoreanPop_2022_9,情報 新 女團 首 張,Na VH Na Nes Nf,情報
230,tycousin,500元,[情報] EXID - FIRE,2022-09-29 17:03:06,114.47.173.12,Kaohsiung City,Taiwan,166,0,47,https://www.ptt.cc/bbs/KoreanPop/M.1664442188.A.FCB.html,KoreanPop_2022_9,情報,Na,情報
231,LeeSuHoon,Mika,[情報] KINGDOM 迷你五輯 10/05 回歸概念(集中),2022-09-29 15:42:31,111.249.168.30,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664437353.A.6C3.html,KoreanPop_2022_9,情報 迷你 五 輯 回歸 概念 集中,Na VH Neu Nf VCL Na VC,情報
232,johnny40615,豆?,[情報] 221001 MBC Show!音樂中心 節目單,2022-09-29 13:14:35,114.24.0.245,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664428479.A.D88.html,KoreanPop_2022_9,情報 音樂 中心 節目 單,Na Na Nc Na Na,情報
233,lucy9422,chiaya,Fw: [情報] GREAT SEOUL INVASION Semi Final,2022-09-29 12:19:08,36.231.99.37,New Taipei,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664425149.A.9C7.html,KoreanPop_2022_9,情報,Na,情報
234,YdNic1412,Love or what you will.,"[情報] BLACKPINK 正規二輯 ""BORN PINK""",2022-09-16 12:04:56,111.249.75.15,Hsinchu,Taiwan,263,9,122,https://www.ptt.cc/bbs/KoreanPop/M.1663301098.A.9B3.html,KoreanPop_2022_9,情報 正規 二 輯,Na A Neu Nf,情報
235,lucy9422,chiaya,Fw: [情報] After Thoughts - After Thoughts,2022-09-16 00:19:13,36.231.123.27,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663258754.A.AAB.html,KoreanPop_2022_9,情報,Na,情報
236,pkkcyc,,[情報] CIRCLE專輯週榜 (2022.09.04~2022.09.10),2022-09-15 23:07:38,36.227.215.229,New Taipei,Taiwan,3,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663254460.A.827.html,KoreanPop_2022_9,情報 專輯 週榜 2022.09.04 2022.09.10,Na Na Na Neu Neu,情報
237,tycousin,500元,[情報] NMIXX 單曲二輯 <ENTWURF> 預告集中,2022-09-15 23:01:18,42.77.7.56,Kaohsiung City,Taiwan,42,0,12,https://www.ptt.cc/bbs/KoreanPop/M.1663254080.A.C30.html,KoreanPop_2022_9,情報 單曲 二 輯 預告 集中,Na Na Neu Nf Na VC,情報
238,pkkcyc,,[情報] CIRCLE數位週榜 (2022.09.04~2022.09.10),2022-09-15 23:01:12,36.227.215.229,New Taipei,Taiwan,5,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663254074.A.9F8.html,KoreanPop_2022_9,情報 數位 週榜 2022.09.04~ 2022.09.10,Na A Na Neu Neu,情報
239,johnny40615,豆?,[情報] 220916 KBS Music Bank 節目單,2022-09-15 20:42:04,114.24.14.205,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663245727.A.A3F.html,KoreanPop_2022_9,情報 節目單,Na Na,情報
240,littledos, ,[影音] KCON 2022 LA COVER舞台,2022-09-15 20:22:36,223.140.210.45,New Taipei,Taiwan,11,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1663244558.A.470.html,KoreanPop_2022_9,影音 舞台,Na Na,影音
241,tycousin,500元,"[情報] 獨角獸 OST Part.3 - GA EUN,Ayul ",2022-09-15 17:41:58,114.47.164.149,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663234922.A.1CC.html,KoreanPop_2022_9,情報 獨角獸,Na Na,情報
242,tycousin,500元,"[情報] AB6IX,Reiley - Moonlight",2022-09-15 17:37:31,114.47.164.149,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663234655.A.C50.html,KoreanPop_2022_9,情報,Na,情報
243,tycousin,500元,[情報] pH-1正規三輯BUT FOR NOW LEAVE ME ALONE,2022-09-15 17:33:22,114.47.164.149,Kaohsiung City,Taiwan,5,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663234405.A.637.html,KoreanPop_2022_9,情報 正規 三 輯,Na A Neu Nf,情報
244,johnny40615,豆?,[情報] 220917 MBC Show!音樂中心 節目單,2022-09-15 17:28:44,27.53.41.171,,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663234126.A.0E9.html,KoreanPop_2022_9,情報 音樂 中心 節目 單,Na Na Nc Na Na,情報
245,lucy9422,chiaya,Fw: [情報] Silica Gel - It rains (Watcha Inside Lyrics),2022-09-15 17:19:30,36.231.123.27,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663233571.A.773.html,KoreanPop_2022_9,情報,Na,情報
246,lucy9422,chiaya,Fw: [情報] The Black Skirts - TEEN TROUBLES,2022-09-15 17:18:47,36.231.123.27,New Taipei,Taiwan,2,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663233528.A.1C4.html,KoreanPop_2022_9,情報,Na,情報
247,tycousin,500元,[情報] Wonstein - Cassie ($),2022-09-15 17:14:58,114.47.164.149,Kaohsiung City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663233302.A.FED.html,KoreanPop_2022_9,情報,Na,情報
248,tycousin,500元,[情報] 說出你的願望 OST Part.8 - 秀英,2022-09-15 17:11:41,114.47.164.149,Kaohsiung City,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663233105.A.3C4.html,KoreanPop_2022_9,情報 說出 你 願望 秀英,Na VE Nh Na Nb,情報
249,tycousin,500元,[情報] Good Job OST Part.4 - Yerin,2022-09-15 17:08:35,114.47.164.149,Kaohsiung City,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663232918.A.8A9.html,KoreanPop_2022_9,情報,Na,情報
250,Cchild,古戰逃兵,[影音] NCT 127 ‘疾馳 (2 Baddies)’MV,2022-09-15 17:01:27,180.177.102.22,New Taipei,Taiwan,35,0,10,https://www.ptt.cc/bbs/KoreanPop/M.1663232491.A.F73.html,KoreanPop_2022_9,影音 疾馳 2,Na VA Neu,影音
251,lucy9422,chiaya,[情報] Dabin Yu - 秋天 (Fall),2022-09-15 14:17:42,36.231.123.27,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663222664.A.EAB.html,KoreanPop_2022_9,情報 秋天,Na Nd,情報
252,lucy9422,chiaya,[情報] 李俊炯(Lee Jun Hyung) - UTOPIA ,2022-09-15 14:16:41,36.231.123.27,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663222603.A.22B.html,KoreanPop_2022_9,情報 李俊炯,Na Nb,情報
253,lucy9422,chiaya,Fw: [情報] GREAT SEOUL INVASION Section 6,2022-09-15 12:42:55,36.231.123.27,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663216976.A.C13.html,KoreanPop_2022_9,情報,Na,情報
254,Im22Yo,Beautiful Wanna One,[影音] 李彩演 MacGuffin : Since Jan.11.1700,2022-09-28 23:03:15,101.138.112.36,,Taiwan,8,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664377397.A.CE2.html,KoreanPop_2022_9,影音 李彩演 1.1700,Na Nb Neu,影音
255,johnny40615,豆?,[影音] 220928 MBC M Show Champion,2022-09-28 18:44:35,110.30.145.55,New Taipei,Taiwan,9,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664361878.A.8BA.html,KoreanPop_2022_9,影音,Na,影音
256,angelak765,Wandering,"[影音] Sing In The Green Part 6 - 尹尚, 尹單單, Stella Jang, YERIN, ADO",2022-09-28 18:18:11,42.77.68.192,Tainan City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664360296.A.8D6.html,KoreanPop_2022_9,影音 尹尚,Na Nb,影音
257,sagilmilk,,[情報] 鄭東元.朴池原-Love Actually,2022-09-28 17:58:55,36.234.5.250,Taichung,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664359141.A.587.html,KoreanPop_2022_9,情報 鄭東元 朴池原,Na Nb Nb,情報
258,lucy9422,chiaya,Fw: [情報] The VANE - PARAN,2022-09-28 17:31:07,36.231.69.243,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664357468.A.426.html,KoreanPop_2022_9,情報,Na,情報
259,nccucat, ,[影音] LIMELIGHT - Eye To Eye MV,2022-09-28 17:27:29,61.223.186.245,Miaoli,Taiwan,19,0,6,https://www.ptt.cc/bbs/KoreanPop/M.1664357251.A.BE5.html,KoreanPop_2022_9,影音,Na,影音
260,lucy9422,chiaya,[影音] JTBC Begin Again Open MIC 第18組陣容,2022-09-28 17:10:15,36.231.69.243,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664356217.A.522.html,KoreanPop_2022_9,影音 第18 組 陣容,Na Neu Nf Na,影音
261,johnny40615,豆?,[情報] 220929 Mnet M Countdown 節目單,2022-09-28 13:28:56,110.30.145.55,New Taipei,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664342938.A.679.html,KoreanPop_2022_9,情報 節目單,Na Na,情報
262,sodavoxyi,LOVE YOURSELF,[情報] TAEWOO - Mayday,2022-09-28 11:04:33,220.138.220.108,Keelung,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664334277.A.ECA.html,KoreanPop_2022_9,情報,Na,情報
263,Im22Yo,Beautiful Wanna One,[情報] ROY KIM 先行曲10/14 正規4輯10/25 回歸,2022-09-27 23:04:27,101.138.245.18,,Taiwan,14,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664291069.A.303.html,KoreanPop_2022_9,情報 先行曲 10/14  正規 4 輯 10/25  回歸,Na Na Neu A Neu Nf Neu VCL,情報
264,tycousin,500元,[影音] NMIXX-COOL(Your rainbow) SPECIAL VIDEO,2022-09-27 21:04:41,114.47.160.125,New Taipei,Taiwan,32,0,11,https://www.ptt.cc/bbs/KoreanPop/M.1664283883.A.FEF.html,KoreanPop_2022_9,影音,Na,影音
265,tycousin,500元,[影音] LIMELIGHT(新女團) - StarLight M/V,2022-09-27 17:33:11,114.47.160.125,New Taipei,Taiwan,15,0,6,https://www.ptt.cc/bbs/KoreanPop/M.1664271193.A.377.html,KoreanPop_2022_9,影音 新 女團,Na VH Na,影音
266,tycousin,500元,[情報] CRAVITY 迷你四輯 'NEW WAVE',2022-09-27 17:13:48,114.47.160.125,New Taipei,Taiwan,8,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664270030.A.4FA.html,KoreanPop_2022_9,情報 迷你 四 輯,Na VH Neu Nf,情報
267,tycousin,500元,[影音] [加長型禮車服務] EP.30 BTOB 李昌燮,2022-09-27 17:09:07,114.47.160.125,New Taipei,Taiwan,15,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664269749.A.CF4.html,KoreanPop_2022_9,影音 加長型 禮車 服務 李昌燮,Na Na Na VC Nb,影音
268,tycousin,500元,[情報] 偶然的田園日記 OST Part.4 - Song Yujin,2022-09-27 17:08:16,114.47.160.125,New Taipei,Taiwan,1,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1664269700.A.68D.html,KoreanPop_2022_9,情報 偶然 田園 日記,Na VH Na Na,情報
269,sodavoxyi,LOVE YOURSELF,[情報] 精神教練諸葛吉 OST Part.3 - 李承允,2022-09-27 17:00:20,220.138.220.94,Keelung,Taiwan,4,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664269222.A.487.html,KoreanPop_2022_9,情報 精神 教練 諸葛吉 李承允,Na Na Na Nb Nb,情報
270,johnny40615,豆?,[情報] 220928 MBC M Show Champion 節目單,2022-09-27 14:45:06,27.53.56.233,,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664261108.A.9AD.html,KoreanPop_2022_9,情報 節目單,Na Na,情報
271,tycousin,500元,[情報] PLAYLIST OST Part.3 - MeloMance,2022-09-27 13:39:55,114.47.160.125,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1664257200.A.CB6.html,KoreanPop_2022_9,情報,Na,情報
272,ayuro,想看Jason Mraz...,[影音] EXID - FIRE Teaser#1,2022-09-14 20:47:12,36.227.127.240,New Taipei,Taiwan,53,0,12,https://www.ptt.cc/bbs/KoreanPop/M.1663159634.A.4D0.html,KoreanPop_2022_9,影音,Na,影音
273,nccucat, ,[影音] IRRIS 'STAY WITH ME' MV,2022-09-14 20:23:54,1.165.64.209,Taichung,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663158236.A.8C4.html,KoreanPop_2022_9,影音,Na,影音
274,johnny40615,豆?,[影音] 220914 MBC M Show Champion,2022-09-14 18:59:39,27.53.168.42,,Taiwan,25,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663153181.A.246.html,KoreanPop_2022_9,影音,Na,影音
275,angelak765,Wandering,[影音] Sing In The Green Part 4 - ADORA,2022-09-14 18:19:49,42.77.86.0,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663150796.A.F68.html,KoreanPop_2022_9,影音,Na,影音
276,tycousin,500元,"[情報] 安炳雄,Layone,趙廣一 - Rain Drop",2022-09-14 17:05:37,114.47.149.250,Kaohsiung City,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663146341.A.47A.html,KoreanPop_2022_9,情報 安炳雄 趙廣一,Na Nb Nb,情報
277,tycousin,500元,[情報] DIA - 耀眼的一天,2022-09-14 17:02:43,114.47.149.250,Kaohsiung City,Taiwan,28,0,2,https://www.ptt.cc/bbs/KoreanPop/M.1663146165.A.B25.html,KoreanPop_2022_9,情報 耀眼 一 天,Na VH Neu Nf,情報
278,tycousin,500元,[情報] 磪有情 - Sunflower,2022-09-14 17:01:22,50,New Taipei,Taiwan,15,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663146085.A.EC7.html,KoreanPop_2022_9,情報 有情,Na VH,情報
279,tycousin,500元,[情報] 說出你的願望 OST Part.7 - SURAN,2022-09-14 12:04:05,114.47.149.250,Kaohsiung City,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663128250.A.13A.html,KoreanPop_2022_9,情報 說出 你 願望,Na VE Nh Na,情報
280,lucy9422,chiaya,Fw: [情報] Lacuna - I Love You,2022-09-14 11:05:45,36.231.123.27,New Taipei,Taiwan,2,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663124746.A.6E4.html,KoreanPop_2022_9,情報,Na,情報
281,johnny40615,豆?,[情報] 220914 MBC M Show Champion 節目單,2022-09-14 01:13:16,114.24.14.205,New Taipei,Taiwan,0,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663089199.A.A4B.html,KoreanPop_2022_9,情報 節目單,Na Na,情報
282,qoo12311,qoo,[影音] 第二個世界 第一輪競演 表演片段,2022-09-14 01:10:22,1.161.127.234,New Taipei,Taiwan,36,0,10,https://www.ptt.cc/bbs/KoreanPop/M.1663089024.A.2D5.html,KoreanPop_2022_9,影音 第二 個 世界 第一 輪 競演 表演 片段,Na Neu Nf Nc Neu Nf VC VC Na,影音
283,yutan0802,  ;  ;  ,[影音] BLACKPINK - 'Shut Down' M/V TEASER,2022-09-13 23:08:03,106.64.153.1,,Taiwan,48,0,11,https://www.ptt.cc/bbs/KoreanPop/M.1663081685.A.2B7.html,KoreanPop_2022_9,影音,Na,影音
284,tycousin,500元,[情報] (G)I-DLE 迷你5輯 [I love] 10/17回歸,2022-09-13 23:04:41,114.47.142.215,Kaohsiung City,Taiwan,21,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1663081483.A.B41.html,KoreanPop_2022_9,情報 迷你 5 輯 回歸,Na VH Neu Nf VCL,情報
285,johnny40615,豆?,[影音] 220913 SBS M THE SHOW,2022-09-13 18:52:41,39.13.65.101,New Taipei,Taiwan,23,0,3,https://www.ptt.cc/bbs/KoreanPop/M.1663066363.A.3AC.html,KoreanPop_2022_9,影音,Na,影音
286,tycousin,500元,[影音] Dingo Killing Voice - 金娜英,2022-09-13 18:00:28,114.47.142.215,Kaohsiung City,Taiwan,1,0,0,https://www.ptt.cc/bbs/KoreanPop/M.1663063230.A.9D1.html,KoreanPop_2022_9,影音 金娜英,Na Nb,影音
287,Im22Yo,Beautiful Wanna One,[影音] 黃旼炫 - Again,2022-09-13 17:50:34,101.138.133.152,,Taiwan,9,0,1,https://www.ptt.cc/bbs/KoreanPop/M.1663062636.A.721.html,KoreanPop_2022_9,影音 黃旼炫,Na Nb,影音
